,IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
8270,22798.0,1,0.44,'E',6,7,51,50,'B13','Regular',3386,'R53'
521587,4082963.0,0,0.06,'C',8,1,71,50,'B12','Diesel',161,'R82'
242870,2089181.0,0,0.27,'D',7,7,51,50,'B6','Regular',1408,'R52'
99451,1018399.0,0,1.0,'B',4,10,83,50,'B2','Regular',91,'R24'
244222,2091485.0,0,1.0,'D',6,8,50,50,'B5','Regular',747,'R53'
221724,2052656.0,0,0.59,'B',9,4,52,50,'B11','Regular',67,'R24'
470292,3235356.0,0,0.08,'E',5,8,37,51,'B2','Diesel',2191,'R26'
410976,3109502.0,0,0.36,'E',4,14,51,50,'B2','Diesel',3963,'R91'
583784,4174962.0,1,1.0,'D',5,6,50,50,'B1','Diesel',511,'R24'
432458,3151687.0,0,0.01,'B',5,18,51,50,'B1','Diesel',81,'R54'
510161,4051102.0,0,0.75,'B',5,2,28,80,'B12','Diesel',51,'R83'
598674,5001981.0,0,0.28,'B',4,10,48,50,'B2','Regular',94,'R52'
373030,3032108.0,0,0.21,'E',7,0,60,50,'B12','Diesel',5053,'R11'
307476,2219286.0,0,0.08,'E',7,6,40,68,'B10','Diesel',2365,'R31'
198003,1198004.0,0,0.64,'E',6,14,47,54,'B1','Diesel',2674,'R93'
144892,1112923.0,0,0.03,'C',7,6,43,52,'B11','Diesel',105,'R24'
654526,6057004.0,0,0.47,'B',8,2,49,53,'B12','Regular',98,'R24'
664549,6092382.0,0,0.5,'E',11,2,42,50,'B12','Diesel',3545,'R11'
464257,3207142.0,0,0.44,'C',6,11,55,50,'B2','Diesel',170,'R24'
567822,4159000.0,0,0.45,'D',7,18,40,50,'B2','Regular',1139,'R11'
81555,168954.0,0,0.82,'E',4,8,22,80,'B6','Regular',8455,'R82'
519336,4077616.0,0,0.77,'A',11,1,46,50,'B12','Diesel',12,'R83'
356874,3000459.0,2,0.87,'F',5,3,40,50,'B12','Regular',12750,'R11'
156452,1129369.0,0,1.0,'E',4,13,52,50,'B5','Regular',4128,'R52'
337935,2271081.0,0,0.83,'C',7,15,36,50,'B1','Regular',330,'R25'
247368,2097305.0,0,0.94,'B',4,3,52,50,'B2','Regular',65,'R31'
343628,2276774.0,0,0.5,'C',9,5,52,78,'B3','Regular',269,'R91'
56730,117536.0,0,0.12,'B',8,0,52,50,'B2','Diesel',99,'R24'
625184,5074821.0,0,0.11,'D',4,0,53,50,'B12','Regular',713,'R52'
361502,3010507.0,0,0.005479452054794521,'D',7,8,37,75,'B12','Regular',949,'R24'
17661,40059.0,0,0.2,'F',6,9,26,73,'B4','Regular',27000,'R11'
634731,5097791.0,0,0.09,'F',9,1,25,90,'B12','Regular',22669,'R11'
447143,3172402.0,0,0.78,'C',5,13,23,90,'B2','Diesel',109,'R52'
662002,6087373.0,0,0.05,'D',9,7,43,50,'B12','Regular',573,'R11'
277376,2158026.0,0,0.61,'B',11,0,35,50,'B10','Diesel',86,'R72'
127229,1079377.0,0,1.0,'D',7,14,51,50,'B1','Regular',611,'R93'
482530,3248429.0,0,0.15,'C',7,8,39,76,'B1','Diesel',280,'R72'
649257,6035506.0,0,0.61,'D',8,3,37,53,'B4','Diesel',1376,'R11'
568572,4159750.0,0,0.32,'C',10,9,34,50,'B11','Regular',405,'R24'
137795,1100207.0,0,0.87,'E',5,1,39,63,'B10','Diesel',9307,'R82'
147955,1117739.0,0,0.1,'C',13,21,41,50,'B10','Diesel',109,'R53'
78084,162697.0,0,0.16,'C',5,5,28,72,'B1','Regular',473,'R53'
406042,3098354.0,0,0.2,'E',5,4,56,57,'B1','Diesel',9307,'R82'
108746,1038472.0,0,1.0,'C',7,7,53,50,'B6','Regular',196,'R24'
570767,4161945.0,1,1.0,'E',14,4,37,50,'B11','Regular',2658,'R82'
253207,2107651.0,0,1.0,'D',6,1,36,50,'B6','Diesel',1774,'R25'
251427,2104499.0,0,0.32,'C',6,7,22,90,'B3','Regular',222,'R24'
57240,119954.0,0,0.5,'E',5,3,29,100,'B4','Diesel',6313,'R11'
252013,2105551.0,0,1.0,'C',7,18,44,50,'B2','Diesel',194,'R93'
382751,3045090.0,0,0.63,'C',8,0,76,50,'B12','Diesel',290,'R11'
229968,2066892.0,0,1.0,'C',7,1,53,50,'B2','Regular',175,'R53'
362247,3012134.0,0,0.2,'D',7,2,66,50,'B12','Regular',1072,'R42'
232890,2071889.0,0,1.0,'C',11,11,61,50,'B2','Regular',250,'R52'
516945,4072320.0,0,0.37,'C',10,2,56,50,'B12','Regular',342,'R93'
299159,2208167.0,0,1.0,'D',5,12,50,50,'B1','Regular',747,'R53'
410405,3108231.0,0,0.75,'C',7,10,33,50,'B1','Regular',308,'R24'
316037,2227862.0,0,0.4,'E',7,0,73,50,'B5','Diesel',3862,'R31'
334631,2267777.0,0,0.5,'D',5,2,59,50,'B2','Diesel',1326,'R93'
352289,2285437.0,0,0.46,'E',7,18,41,76,'B3','Regular',8561,'R11'
206859,2014537.0,0,0.63,'A',11,1,51,50,'B12','Diesel',46,'R23'
187392,1187393.0,0,0.36,'E',5,2,61,51,'B2','Diesel',4128,'R52'
91760,1008817.0,0,0.29,'B',7,1,35,50,'B12','Regular',60,'R11'
369881,3028198.0,0,0.63,'C',6,1,38,50,'B12','Diesel',453,'R72'
66173,141064.0,0,1.0,'C',5,5,51,50,'B5','Diesel',137,'R24'
166611,1151359.0,0,0.37,'C',5,5,47,50,'B1','Diesel',109,'R24'
502899,4033693.0,0,0.45,'C',5,1,55,50,'B12','Regular',310,'R11'
474143,3239207.0,0,0.08,'C',6,8,50,68,'B1','Diesel',483,'R91'
574551,4165729.0,0,0.6,'D',4,1,56,50,'B1','Regular',1313,'R24'
645594,6020905.0,0,0.03,'C',6,3,28,76,'B12','Regular',148,'R31'
346336,2279483.0,0,0.08,'D',7,26,44,90,'B2','Diesel',1871,'R82'
169511,1157966.0,0,0.29,'E',7,5,59,95,'B2','Regular',3541,'R52'
232977,2072054.0,0,0.22,'A',7,6,38,50,'B13','Diesel',30,'R24'
136397,1097489.0,0,0.01,'A',4,1,38,66,'B1','Regular',23,'R53'
111172,1043962.0,0,1.0,'B',8,20,32,54,'B1','Diesel',59,'R52'
211202,2022399.0,0,0.04,'B',7,1,61,50,'B12','Regular',61,'R52'
386409,3052207.0,0,0.58,'A',4,19,37,76,'B2','Regular',15,'R24'
438867,3161906.0,0,0.08,'A',6,12,39,50,'B1','Diesel',19,'R24'
69954,148027.0,0,0.87,'C',4,2,51,50,'B6','Regular',105,'R24'
364160,3016263.0,0,0.54,'C',5,2,49,72,'B12','Regular',118,'R91'
517867,4074404.0,0,0.21,'C',4,2,81,50,'B12','Diesel',133,'R24'
533644,4124822.0,0,1.0,'B',6,9,74,50,'B6','Regular',73,'R82'
497364,4020300.0,0,0.03,'C',6,7,33,95,'B1','Diesel',232,'R31'
373257,3032335.0,0,0.35,'D',15,2,37,50,'B12','Diesel',1510,'R11'
617776,5056924.0,0,0.46,'C',8,1,59,50,'B12','Diesel',135,'R26'
586039,4177217.0,0,1.0,'C',10,6,58,58,'B12','Regular',175,'R53'
266375,2132358.0,0,0.24,'E',4,20,20,85,'B1','Regular',4762,'R93'
224652,2057690.0,0,1.0,'B',7,1,44,50,'B5','Diesel',61,'R54'
195478,1195479.0,0,0.99,'C',5,6,40,50,'B3','Diesel',152,'R24'
539337,4130515.0,0,1.0,'E',6,5,42,50,'B2','Regular',3688,'R82'
534898,4126076.0,0,1.0,'D',7,15,58,50,'B2','Regular',1601,'R41'
413721,3115666.0,0,1.0,'A',5,10,39,50,'B4','Diesel',37,'R53'
338921,2272067.0,0,0.23,'C',7,5,32,51,'B1','Regular',183,'R91'
297137,2204675.0,0,1.0,'D',5,11,67,50,'B14','Diesel',1054,'R24'
673301,6109433.0,0,0.03,'A',4,4,35,50,'B12','Diesel',14,'R22'
646536,6024617.0,0,0.38,'D',6,9,27,64,'B1','Diesel',1205,'R31'
517068,4072597.0,0,0.29,'D',4,2,48,50,'B12','Regular',725,'R73'
5098,16732.0,1,0.25,'F',5,6,40,50,'B6','Regular',15703,'R11'
244792,2092460.0,0,1.0,'E',5,3,62,50,'B5','Regular',3744,'R93'
666580,6096355.0,0,0.38,'C',8,1,57,50,'B12','Diesel',301,'R91'
652510,6050106.0,0,0.21,'F',8,4,58,50,'B12','Regular',27000,'R11'
307317,2219127.0,0,0.08,'C',5,13,26,68,'B2','Regular',358,'R73'
363968,3015841.0,0,0.54,'E',6,2,55,50,'B12','Regular',4762,'R93'
112624,1047170.0,0,0.61,'D',7,8,48,56,'B1','Diesel',1127,'R24'
169535,1158026.0,0,0.05,'D',5,0,37,90,'B5','Regular',1943,'R24'
134853,1094732.0,0,0.28,'E',9,1,49,50,'B1','Regular',9307,'R82'
286901,2186382.0,0,0.83,'D',7,13,59,50,'B3','Regular',747,'R53'
389268,3059040.0,0,0.35,'F',4,3,40,50,'B1','Regular',15703,'R11'
577429,4168607.0,0,0.25,'C',5,6,34,51,'B1','Diesel',342,'R53'
364815,3017708.0,0,0.28,'E',4,4,62,50,'B12','Regular',4128,'R52'
632171,5092552.0,0,0.04,'E',4,0,28,68,'B12','Diesel',3545,'R11'
274254,2149756.0,0,0.62,'E',10,5,55,50,'B10','Regular',3688,'R82'
272273,2145289.0,0,0.07,'B',6,1,59,50,'B1','Diesel',94,'R54'
669576,6102032.0,0,0.12,'A',15,5,36,57,'B12','Regular',47,'R22'
123707,1072053.0,0,0.48,'D',11,8,69,50,'B1','Regular',614,'R24'
210983,2022003.0,0,0.04,'F',6,4,31,156,'B12','Regular',27000,'R11'
631810,5091800.0,0,0.07,'E',7,0,44,72,'B12','Diesel',8455,'R82'
9301,24795.0,1,0.22,'D',6,10,48,50,'B2','Diesel',1313,'R24'
513295,4060782.0,0,0.38,'E',6,10,29,100,'B3','Diesel',4116,'R24'
579660,4170838.0,1,0.2,'D',7,9,24,100,'B11','Diesel',1448,'R93'
586215,4177393.0,0,1.0,'B',5,14,52,50,'B1','Regular',64,'R52'
23192,50080.0,0,1.0,'A',5,1,36,50,'B4','Regular',42,'R52'
589797,4180975.0,0,0.04,'D',7,5,21,100,'B6','Regular',1629,'R93'
354824,2287973.0,0,0.08,'C',6,15,34,57,'B2','Diesel',453,'R72'
244584,2092107.0,0,0.06,'B',5,17,27,67,'B2','Diesel',54,'R24'
391818,3065046.0,0,1.0,'D',5,4,69,50,'B2','Regular',1601,'R41'
954,1988.0,1,0.13,'D',5,0,45,50,'B12','Regular',1271,'R91'
230873,2068430.0,0,0.36,'F',5,10,29,85,'B2','Regular',22821,'R11'
605469,5021955.0,0,0.2,'D',6,5,50,50,'B2','Regular',1858,'R11'
201387,2004395.0,0,0.54,'B',4,2,45,50,'B12','Regular',76,'R52'
340447,2273593.0,0,0.08,'E',7,13,29,85,'B11','Diesel',3866,'R24'
672359,6107715.0,0,0.74,'D',8,1,49,50,'B12','Diesel',1780,'R31'
343940,2277086.0,0,0.5,'E',7,12,46,62,'B1','Regular',3465,'R11'
197017,1197018.0,0,1.04,'E',6,2,30,72,'B3','Diesel',3317,'R93'
531766,4122944.0,0,1.0,'C',7,6,84,50,'B4','Regular',473,'R53'
553223,4144401.0,0,1.0,'C',5,16,47,50,'B2','Diesel',393,'R24'
469672,3234024.0,0,0.24,'E',7,16,40,50,'B2','Diesel',6681,'R11'
609593,5034277.0,0,0.29,'B',7,0,46,50,'B12','Diesel',57,'R82'
214701,2029789.0,0,0.5,'B',7,10,39,50,'B12','Diesel',69,'R93'
428430,3144835.0,0,1.0,'D',7,20,21,50,'B2','Regular',1601,'R41'
233213,2072451.0,0,1.0,'C',5,18,54,50,'B1','Regular',473,'R53'
682,1416.0,1,0.03,'D',9,0,36,50,'B12','Diesel',688,'R11'
467811,3232163.0,0,0.24,'D',7,8,38,50,'B10','Diesel',824,'R91'
386796,3053098.0,0,0.21,'B',7,2,56,50,'B12','Diesel',93,'R52'
606981,5026470.0,0,0.36,'C',8,3,39,50,'B12','Diesel',102,'R93'
112043,1045919.0,0,0.17,'C',7,9,39,50,'B11','Diesel',478,'R41'
526273,4117451.0,0,0.74,'A',5,9,42,50,'B3','Diesel',48,'R24'
84450,174055.0,0,1.0,'B',6,9,33,50,'B1','Regular',88,'R52'
346033,2279180.0,0,0.08,'E',6,7,37,82,'B1','Diesel',8455,'R82'
370523,3029395.0,0,0.04,'D',11,0,54,50,'B12','Diesel',705,'R11'
449999,3175276.0,0,0.21,'D',5,9,30,64,'B3','Diesel',1054,'R24'
359817,3006881.0,1,0.7,'C',4,3,48,50,'B12','Regular',288,'R73'
535409,4126587.0,0,1.0,'B',6,6,78,50,'B1','Regular',64,'R72'
391239,3063710.0,0,0.67,'D',4,17,32,90,'B1','Regular',949,'R24'
362706,3013128.0,0,0.8,'A',4,2,59,50,'B12','Regular',30,'R82'
535685,4126863.0,0,0.42,'D',5,11,25,80,'B1','Regular',575,'R53'
164376,1146450.0,0,0.84,'C',4,11,30,68,'B3','Diesel',128,'R54'
211081,2022176.0,0,0.28,'B',7,10,25,90,'B2','Regular',63,'R73'
57310,120094.0,0,0.11,'E',5,0,39,50,'B3','Diesel',3095,'R31'
84296,173785.0,0,1.0,'E',9,5,31,50,'B2','Regular',2163,'R52'
453749,3183215.0,0,1.0,'E',7,13,66,50,'B2','Diesel',3386,'R53'
150616,1121159.0,0,0.01,'A',6,1,32,50,'B1','Regular',49,'R54'
526129,4117307.0,0,1.0,'A',5,17,40,51,'B1','Regular',16,'R24'
142938,1109701.0,0,1.0,'A',5,1,55,50,'B2','Regular',6,'R24'
467819,3232171.0,0,0.24,'C',6,1,68,50,'B1','Diesel',443,'R73'
258417,2117041.0,0,1.0,'D',4,8,53,50,'B14','Regular',614,'R24'
497219,4019967.0,0,0.72,'E',5,2,52,50,'B12','Regular',4762,'R93'
292740,2196674.0,0,1.0,'B',5,6,36,50,'B1','Regular',84,'R82'
615014,5049722.0,0,0.8,'D',7,3,48,60,'B12','Diesel',1306,'R31'
110101,1041693.0,0,0.49,'D',11,1,49,72,'B1','Regular',1284,'R25'
395452,3073682.0,0,0.41,'B',6,11,45,50,'B3','Diesel',72,'R52'
476561,3242204.0,0,0.07,'E',6,1,37,50,'B1','Diesel',9307,'R82'
169878,1158768.0,0,0.42,'E',4,11,30,60,'B1','Regular',3386,'R53'
668191,6099443.0,0,0.24,'E',8,1,44,50,'B12','Diesel',2604,'R11'
314883,2226702.0,1,0.33,'E',8,6,46,58,'B6','Diesel',3317,'R93'
311825,2223641.0,0,0.08,'D',7,30,29,85,'B1','Regular',893,'R82'
352276,2285424.0,0,0.24,'A',6,7,43,68,'B13','Diesel',14,'R91'
128253,1081657.0,0,1.0,'A',12,7,46,50,'B13','Regular',44,'R24'
542678,4133856.0,0,1.0,'B',4,10,50,50,'B2','Regular',67,'R24'
468761,3233113.0,0,0.24,'E',7,10,31,53,'B3','Regular',3317,'R93'
385447,3050100.0,0,1.0,'B',5,10,76,50,'B1','Regular',57,'R24'
193916,1193917.0,0,0.08,'C',6,6,41,50,'B1','Diesel',123,'R52'
508268,4045564.0,0,0.57,'C',4,0,22,95,'B12','Diesel',388,'R93'
564472,4155650.0,0,0.99,'E',5,8,55,50,'B3','Diesel',2377,'R82'
298370,2206820.0,0,1.0,'F',13,1,71,50,'B11','Regular',27000,'R11'
128587,1082373.0,0,1.0,'C',7,12,50,50,'B3','Regular',213,'R74'
391346,3063928.0,0,0.74,'C',6,12,27,100,'B6','Diesel',272,'R24'
52586,106967.0,0,0.16,'D',9,9,59,50,'B2','Regular',796,'R11'
650700,6043072.0,0,0.74,'D',7,6,54,50,'B3','Diesel',527,'R11'
144540,1112381.0,0,0.07,'A',5,1,56,50,'B1','Regular',11,'R24'
339877,2273023.0,0,0.08,'D',11,0,39,60,'B10','Regular',1326,'R93'
620754,5064380.0,0,0.2,'C',6,1,53,50,'B12','Diesel',144,'R93'
203011,2007404.0,0,0.29,'D',6,8,35,80,'B12','Diesel',721,'R93'
419429,3127817.0,0,0.58,'C',7,1,41,50,'B6','Diesel',217,'R52'
381192,3043530.0,0,0.04,'D',4,0,37,85,'B12','Diesel',721,'R93'
444616,3169816.0,0,0.6,'E',4,3,51,80,'B6','Diesel',4348,'R72'
52552,106899.0,0,0.41,'E',4,1,50,50,'B1','Regular',4939,'R11'
48090,97347.0,0,0.4,'C',4,10,52,50,'B3','Regular',229,'R53'
607414,5027758.0,0,0.54,'D',4,4,45,50,'B12','Regular',504,'R72'
200399,2002526.0,0,0.24,'D',7,6,27,85,'B1','Regular',843,'R22'
359856,3006964.0,0,0.11,'C',7,5,35,50,'B2','Regular',124,'R22'
345753,2278900.0,0,0.08,'B',10,13,32,68,'B1','Regular',83,'R43'
442648,3167170.0,0,0.05,'E',7,6,31,100,'B6','Regular',3744,'R93'
517888,4074451.0,0,0.39,'D',6,6,38,80,'B12','Diesel',1541,'R91'
333730,2266876.0,0,0.96,'A',5,8,39,50,'B5','Diesel',46,'R52'
390130,3060925.0,0,1.0,'D',13,27,39,50,'B10','Diesel',1398,'R24'
314088,2225905.0,0,0.16,'E',8,7,22,126,'B6','Regular',3317,'R93'
238538,2081682.0,0,1.0,'A',7,7,56,50,'B13','Diesel',46,'R54'
146114,1114882.0,0,0.12,'C',5,10,38,57,'B2','Diesel',307,'R24'
441091,3165038.0,0,0.42,'E',6,6,54,50,'B12','Diesel',3368,'R24'
74280,155790.0,0,1.0,'B',9,6,37,50,'B13','Regular',99,'R11'
78445,163333.0,0,1.0,'D',6,8,32,54,'B1','Diesel',681,'R82'
341580,2274726.0,0,0.08,'C',9,11,67,50,'B12','Regular',483,'R91'
398947,3082000.0,0,0.67,'B',6,11,50,55,'B1','Diesel',83,'R24'
488801,3254995.0,0,0.08,'C',15,4,37,50,'B6','Regular',340,'R82'
245963,2094529.0,0,0.72,'D',5,7,43,50,'B1','Diesel',1704,'R82'
497693,4021102.0,0,0.87,'A',5,4,55,50,'B12','Regular',11,'R93'
417151,3123293.0,0,0.03,'C',11,2,47,50,'B10','Regular',405,'R24'
391377,3063987.0,0,0.55,'C',5,5,56,90,'B3','Diesel',120,'R24'
622636,5068293.0,0,0.69,'A',7,2,40,50,'B12','Diesel',37,'R26'
618797,5059560.0,0,0.44,'B',8,1,43,50,'B12','Diesel',84,'R11'
19813,43942.0,0,0.26,'C',9,12,38,68,'B1','Regular',120,'R24'
313093,2224909.0,0,0.08,'E',6,1,35,50,'B1','Diesel',4059,'R23'
457110,3190886.0,0,0.19,'A',4,11,63,50,'B1','Regular',37,'R24'
62580,134313.0,0,1.0,'E',4,11,60,62,'B1','Regular',3744,'R93'
555136,4146314.0,0,0.41,'D',6,9,58,50,'B2','Diesel',1287,'R72'
575195,4166373.0,0,0.31,'A',7,4,38,76,'B2','Diesel',21,'R52'
297388,2205109.0,0,0.81,'A',7,7,43,50,'B2','Diesel',20,'R24'
85937,176761.0,0,1.0,'C',4,20,45,62,'B2','Regular',197,'R52'
88713,1003261.0,0,0.03,'C',4,1,59,50,'B12','Regular',452,'R11'
139042,1102546.0,0,0.26,'B',5,15,43,55,'B1','Regular',72,'R24'
391929,3065309.0,0,1.0,'D',10,11,56,50,'B12','Diesel',586,'R41'
69466,147130.0,0,1.0,'B',7,13,33,57,'B2','Regular',86,'R24'
473199,3238263.0,0,0.08,'E',4,12,52,50,'B3','Regular',4059,'R23'
200828,2003347.0,0,0.26,'E',4,15,32,57,'B2','Regular',5831,'R11'
225487,2059123.0,0,0.56,'E',6,7,36,50,'B2','Diesel',4116,'R24'
335943,2269089.0,0,0.08,'C',4,0,71,50,'B4','Diesel',114,'R53'
212433,2024916.0,0,0.07,'C',7,0,38,50,'B1','Diesel',186,'R93'
292163,2195653.0,0,1.0,'D',6,9,56,51,'B1','Regular',1165,'R53'
515556,4067723.0,0,0.05,'D',7,0,54,50,'B12','Diesel',1001,'R11'
220567,2050552.0,0,0.49,'A',6,9,52,50,'B1','Diesel',26,'R24'
406571,3099602.0,0,0.64,'A',5,17,49,50,'B1','Diesel',27,'R52'
92577,1010150.0,0,0.12,'D',10,1,49,60,'B12','Regular',1103,'R11'
518684,4076170.0,0,0.12,'C',8,2,51,50,'B12','Diesel',130,'R23'
58825,127246.0,0,0.24,'C',7,0,65,50,'B1','Regular',109,'R24'
600387,5007148.0,0,0.28,'E',4,5,48,50,'B12','Regular',3184,'R11'
207045,2014882.0,0,0.36,'E',6,2,51,56,'B3','Diesel',3019,'R73'
78412,163271.0,0,1.0,'E',4,15,38,50,'B4','Regular',5449,'R82'
78463,163368.0,0,0.76,'C',5,3,55,76,'B3','Diesel',214,'R26'
483445,3249365.0,0,0.08,'E',5,2,39,72,'B2','Regular',9307,'R82'
349792,2282940.0,0,0.08,'E',4,3,57,50,'B12','Regular',4059,'R23'
111219,1044015.0,0,0.91,'C',7,6,35,50,'B1','Diesel',298,'R24'
155044,1126395.0,0,1.0,'C',7,13,44,50,'B2','Diesel',163,'R52'
130,264.0,1,0.85,'C',5,0,51,50,'B12','Regular',102,'R31'
244583,2092106.0,0,0.49,'B',5,17,27,67,'B2','Diesel',54,'R24'
101539,1022760.0,0,1.0,'C',8,16,54,50,'B1','Diesel',283,'R25'
90270,1006237.0,0,0.33,'D',4,1,38,57,'B12','Regular',824,'R91'
346720,2279867.0,0,0.08,'C',4,18,60,50,'B5','Diesel',483,'R91'
319832,2231669.0,0,0.31,'E',7,0,68,50,'B1','Regular',4348,'R72'
606274,5024362.0,0,0.71,'F',4,3,70,50,'B12','Regular',27000,'R11'
212709,2025488.0,0,0.65,'D',8,0,39,60,'B13','Diesel',631,'R93'
285067,2183085.0,0,1.0,'C',10,7,48,50,'B2','Diesel',203,'R24'
473440,3238504.0,0,0.08,'E',7,5,44,50,'B10','Diesel',4253,'R72'
536654,4127832.0,0,1.0,'E',7,7,63,50,'B1','Regular',3317,'R93'
638514,5105743.0,0,0.16,'A',11,0,44,50,'B12','Diesel',10,'R26'
129565,1084364.0,0,0.09,'D',7,9,53,50,'B6','Diesel',1408,'R52'
197231,1197232.0,0,0.33,'F',7,0,49,50,'B1','Regular',10156,'R11'
671450,6105646.0,0,0.33,'E',4,1,29,100,'B12','Regular',6570,'R11'
622348,5067771.0,0,0.03,'D',7,0,37,57,'B12','Diesel',523,'R11'
567448,4158626.0,0,0.008196721311475409,'E',7,12,39,103,'B3','Regular',2715,'R24'
648686,6033165.0,0,0.22,'C',4,1,57,50,'B12','Regular',136,'R53'
356829,3000356.0,0,0.12,'D',4,3,59,50,'B12','Regular',570,'R93'
526995,4118173.0,0,0.54,'C',6,15,64,80,'B2','Regular',421,'R93'
2524,5263.0,1,0.22,'C',5,0,56,50,'B12','Regular',146,'R53'
240089,2084300.0,0,1.0,'A',4,13,72,50,'B2','Regular',36,'R72'
540310,4131488.0,0,1.0,'A',4,16,41,50,'B3','Diesel',24,'R24'
381599,3043938.0,0,0.85,'E',6,4,41,50,'B12','Diesel',2411,'R11'
445490,3170715.0,0,0.68,'D',9,6,64,50,'B3','Regular',614,'R24'
669310,6101531.0,0,0.04,'E',4,1,28,80,'B12','Regular',2257,'R72'
285108,2183159.0,0,0.32,'C',5,11,36,54,'B2','Diesel',473,'R53'
467390,3213669.0,0,0.22,'A',6,5,52,50,'B1','Diesel',26,'R54'
592307,4183485.0,0,0.22,'C',7,5,30,100,'B3','Diesel',319,'R24'
602923,5014607.0,0,0.45,'E',4,4,67,50,'B12','Regular',2308,'R31'
195712,1195713.0,0,0.5,'E',4,13,56,50,'B6','Regular',3317,'R93'
196184,1196185.0,0,0.08,'D',4,9,37,51,'B2','Diesel',824,'R91'
1641,3398.0,1,0.94,'F',9,0,63,50,'B12','Regular',27000,'R11'
671639,6106090.0,0,0.74,'A',4,4,48,50,'B12','Diesel',33,'R93'
9675,25466.0,0,0.24,'A',7,5,28,85,'B1','Diesel',10,'R24'
79680,165565.0,0,0.2,'A',6,3,43,59,'B6','Regular',23,'R54'
350703,2283851.0,0,0.08,'B',5,11,53,50,'B5','Regular',52,'R93'
13748,32872.0,0,1.0,'C',5,15,48,50,'B3','Regular',105,'R24'
45375,91672.0,0,0.04,'C',4,15,50,50,'B1','Regular',315,'R82'
197521,1197522.0,0,1.0,'C',4,8,66,50,'B2','Regular',159,'R72'
351896,2285044.0,0,0.08,'E',5,1,36,54,'B2','Diesel',4059,'R23'
418282,3125501.0,0,0.12,'C',7,12,28,95,'B2','Regular',149,'R24'
187663,1187664.0,0,0.5,'D',6,11,46,76,'B1','Diesel',1307,'R31'
426448,3141448.0,0,0.66,'E',5,11,47,50,'B5','Diesel',5449,'R82'
499052,4024405.0,0,0.56,'B',7,2,55,50,'B12','Diesel',71,'R93'
481361,3247152.0,0,0.08,'E',8,15,50,83,'B10','Diesel',8880,'R11'
152774,1123581.0,0,0.24,'D',7,10,47,50,'B1','Diesel',1974,'R54'
228218,2063856.0,0,0.33,'A',5,8,30,80,'B5','Diesel',16,'R24'
518557,4075907.0,0,0.12,'C',5,2,63,50,'B12','Diesel',225,'R26'
538076,4129254.0,0,0.75,'C',11,3,57,50,'B13','Diesel',129,'R52'
328859,2262004.0,0,0.08,'D',5,3,35,50,'B4','Diesel',875,'R93'
110332,1042272.0,0,1.0,'D',6,5,40,50,'B2','Diesel',747,'R53'
277994,2159601.0,0,0.2,'B',5,7,39,50,'B2','Regular',83,'R93'
357464,3001808.0,0,0.8,'E',6,15,39,76,'B2','Regular',3366,'R11'
225034,2058351.0,0,0.95,'E',6,7,46,50,'B6','Diesel',5449,'R82'
615529,5051069.0,0,0.24,'D',4,2,63,50,'B12','Regular',680,'R41'
522835,4086042.0,0,0.28,'C',4,1,78,50,'B12','Regular',159,'R93'
104020,1028277.0,0,1.0,'C',7,6,58,50,'B1','Diesel',335,'R24'
572920,4164098.0,0,0.75,'E',9,0,44,50,'B2','Regular',2733,'R93'
323459,2256604.0,0,0.49,'D',8,4,43,51,'B1','Diesel',1055,'R72'
152087,1122892.0,0,0.25,'B',7,12,47,50,'B1','Regular',66,'R24'
250916,2103547.0,0,1.0,'E',4,17,27,68,'B2','Regular',2472,'R82'
260327,2120682.0,0,0.34,'C',6,17,29,57,'B3','Regular',359,'R53'
221364,2052015.0,0,1.0,'A',8,20,39,50,'B2','Diesel',11,'R24'
637902,5104612.0,0,0.21,'C',5,0,72,50,'B12','Diesel',136,'R91'
545414,4136592.0,0,1.0,'D',7,12,51,54,'B2','Diesel',1191,'R11'
242529,2088596.0,0,0.66,'D',6,12,49,50,'B2','Diesel',1600,'R24'
87759,1001411.0,0,0.8,'B',11,4,54,50,'B1','Diesel',98,'R25'
385913,3051125.0,0,1.0,'E',6,6,53,50,'B4','Regular',3866,'R24'
673327,6109470.0,0,0.74,'E',8,1,49,71,'B12','Diesel',7403,'R11'
443321,3167973.0,0,0.1,'C',5,9,41,50,'B5','Diesel',405,'R24'
399512,3083345.0,0,0.00821917808219178,'A',7,17,80,50,'B1','Regular',26,'R54'
205210,2011482.0,0,0.12,'B',4,1,35,100,'B12','Regular',68,'R22'
601204,5009407.0,0,0.96,'F',10,4,52,50,'B12','Regular',16533,'R11'
501536,4030418.0,0,0.5,'D',7,5,33,57,'B12','Regular',1403,'R93'
277164,2157593.0,0,0.17,'C',6,0,36,50,'B1','Diesel',354,'R52'
213196,2026504.0,0,0.64,'D',7,0,32,90,'B12','Diesel',800,'R72'
135027,1095044.0,0,0.15,'C',11,15,48,50,'B1','Regular',214,'R26'
4161,9004.0,1,0.23,'E',6,0,60,50,'B12','Diesel',4348,'R72'
496749,4018918.0,0,0.87,'C',4,3,62,50,'B12','Regular',118,'R93'
156420,1129309.0,0,0.84,'C',4,1,47,50,'B2','Regular',354,'R52'
